Date,Open,High,Low,Close,Adj Close,Volume
2022-08-01,204.3699951171875,206.24000549316406,203.47000122070312,203.82000732421875,200.8583221435547,802500
2022-08-02,204.02999877929688,208.25,202.7899932861328,205.52000427246094,202.53363037109375,699800
2022-08-03,205.8000030517578,208.77000427246094,205.74000549316406,208.32000732421875,205.2929229736328,461700
2022-08-04,208.9199981689453,210.14999389648438,207.77999877929688,210.08999633789062,207.03720092773438,464200
2022-08-05,208.72999572753906,210.91000366210938,208.3699951171875,208.80999755859375,205.77581787109375,373000
2022-08-08,210.5,212.41000366210938,208.97999572753906,210.67999267578125,207.61862182617188,546800
2022-08-09,211.08999633789062,212.8800048828125,208.97000122070312,211.36000061035156,208.28875732421875,599200
2022-08-10,214.7899932861328,215.55999755859375,213.16000366210938,215.3699951171875,212.240478515625,520300
2022-08-11,215.99000549316406,217.52000427246094,212.3800048828125,216.4499969482422,213.30477905273438,620500
2022-08-12,218.33999633789062,219.82000732421875,216.2899932861328,219.8000030517578,216.60610961914062,388400
2022-08-15,219.36000061035156,220.8300018310547,216.61000061035156,219.80999755859375,216.61595153808594,526900
2022-08-16,219.69000244140625,221.0,218.22000122070312,219.4600067138672,216.2710723876953,437400
2022-08-17,217.67999267578125,220.0,216.9499969482422,219.07000732421875,215.88671875,358900
2022-08-18,219.8699951171875,220.92999267578125,218.02999877929688,220.77000427246094,217.56204223632812,321800
2022-08-19,220.6999969482422,221.42999267578125,216.25,216.25999450683594,213.11753845214844,459600
2022-08-22,214.63999938964844,214.77000427246094,211.39999389648438,211.6199951171875,208.5449676513672,622700
2022-08-23,210.91000366210938,211.7899932861328,208.7899932861328,208.94000244140625,205.9039306640625,274300
2022-08-24,208.49000549316406,210.27999877929688,207.66000366210938,209.74000549316406,206.69229125976562,378900
2022-08-25,210.27000427246094,213.19000244140625,209.24000549316406,213.05999755859375,209.9640350341797,291300
2022-08-26,213.52000427246094,213.52000427246094,207.7100067138672,207.80999755859375,204.79034423828125,899700
2022-08-29,207.3300018310547,208.50999450683594,204.89999389648438,206.38999938964844,203.39097595214844,486200
2022-08-30,207.1999969482422,207.1999969482422,204.0800018310547,206.3000030517578,203.3022918701172,432600
2022-08-31,207.3300018310547,208.58999633789062,205.41000366210938,206.8300018310547,203.8245849609375,1108400
2022-09-01,206.25999450683594,207.24000549316406,203.4499969482422,207.08999633789062,204.08079528808594,483000
2022-09-02,208.36000061035156,210.4600067138672,204.3000030517578,204.75,201.77479553222656,656700
2022-09-06,204.97999572753906,206.82000732421875,202.94000244140625,204.9199981689453,201.9423370361328,465400
2022-09-07,206.27000427246094,210.36000061035156,205.24000549316406,210.25,207.19488525390625,436700
2022-09-08,208.50999450683594,211.8300018310547,207.5,211.24000549316406,208.17050170898438,439100
2022-09-09,211.97999572753906,214.35000610351562,211.0500030517578,213.8000030517578,210.6932830810547,305100
2022-09-12,213.8699951171875,216.00999450683594,213.6699981689453,215.0399932861328,211.915283203125,530100
2022-09-13,210.9199981689453,211.86000061035156,205.5,206.2899932861328,203.29241943359375,513200
2022-09-14,206.97000122070312,207.49000549316406,205.07000732421875,207.0,203.9921112060547,560300
2022-09-15,207.0,209.00999450683594,205.9199981689453,206.75,203.74575805664062,607200
2022-09-16,207.64999389648438,207.64999389648438,203.8699951171875,206.0,203.0066375732422,1114300
2022-09-19,205.63999938964844,209.08999633789062,204.24000549316406,208.75999450683594,205.72653198242188,568300
2022-09-20,206.36000061035156,209.82000732421875,202.32000732421875,208.35000610351562,205.32249450683594,974600
2022-09-21,209.19000244140625,213.41000366210938,205.0,205.02000427246094,202.0408935546875,515500
2022-09-22,205.0,205.27000427246094,201.13999938964844,203.39999389648438,200.44442749023438,459900
2022-09-23,202.77999877929688,206.66000366210938,197.3699951171875,200.33999633789062,197.4288787841797,701700
