Date,Open,High,Low,Close,Adj Close,Volume
2022-08-01,78.95999908447266,81.69999694824219,78.76000213623047,81.0999984741211,79.05707550048828,6899200
2022-08-02,81.5199966430664,81.55999755859375,80.11000061035156,80.26000213623047,78.23824310302734,20428800
2022-08-03,80.0,81.76000213623047,79.47000122070312,81.43000030517578,79.3787612915039,3587300
2022-08-04,81.1500015258789,81.5199966430664,80.45999908447266,80.88999938964844,78.85235595703125,2787900
2022-08-05,80.69999694824219,80.69999694824219,79.69000244140625,80.43000030517578,78.4039535522461,2408200
2022-08-08,80.73999786376953,81.0199966430664,80.44000244140625,80.80999755859375,78.77438354492188,5039700
2022-08-09,80.83000183105469,80.83000183105469,80.01000213623047,80.05999755859375,78.04326629638672,3254200
2022-08-10,80.5,80.77999877929688,79.9000015258789,80.33999633789062,78.31621551513672,3480300
2022-08-11,80.30000305175781,80.62000274658203,79.3499984741211,79.5,77.49737548828125,4932800
2022-08-12,79.68000030517578,80.5,79.58999633789062,80.29000091552734,78.2674789428711,3277500
2022-08-15,80.5,81.33999633789062,80.33000183105469,81.23999786376953,79.19355010986328,4257600
2022-08-16,81.44000244140625,82.37999725341797,81.44000244140625,82.18000030517578,80.10987854003906,2905800
2022-08-17,82.05000305175781,82.26000213623047,81.72000122070312,82.16999816894531,80.1001205444336,2128500
2022-08-18,81.91999816894531,82.9800033569336,81.73999786376953,82.8499984741211,80.76299285888672,2634300
2022-08-19,82.98999786376953,83.80999755859375,82.58000183105469,83.2699966430664,81.17240142822266,4663000
2022-08-22,82.98999786376953,83.06999969482422,81.9000015258789,81.95999908447266,79.89541625976562,4144100
2022-08-23,81.41000366210938,81.45999908447266,80.6500015258789,80.95999908447266,78.92059326171875,2567700
2022-08-24,81.19000244140625,81.19000244140625,80.45999908447266,81.0,78.9595947265625,2390900
2022-08-25,80.7699966430664,81.05000305175781,80.45999908447266,80.91999816894531,78.88160705566406,2660000
2022-08-26,80.87000274658203,81.19999694824219,79.06999969482422,79.20999908447266,77.21469116210938,3407600
2022-08-29,78.97000122070312,79.86000061035156,78.44000244140625,79.58999633789062,77.58511352539062,2273600
2022-08-30,79.75,79.97000122070312,78.80000305175781,79.0,77.00997161865234,3095500
2022-08-31,79.25,79.56999969482422,78.13999938964844,78.20999908447266,76.23987579345703,4054100
2022-09-01,78.12999725341797,79.80000305175781,77.7699966430664,79.80000305175781,77.78982543945312,5924100
2022-09-02,80.13999938964844,80.41999816894531,77.91000366210938,78.16999816894531,76.20087432861328,3111700
2022-09-06,77.68000030517578,79.11000061035156,77.55999755859375,77.7699966430664,75.81095886230469,4137000
2022-09-07,78.08999633789062,78.66000366210938,77.91000366210938,78.55000305175781,76.57131958007812,4264500
2022-09-08,77.95999908447266,78.30000305175781,76.8499984741211,77.83999633789062,75.87918853759766,5775200
2022-09-09,77.62000274658203,78.81999969482422,77.20999908447266,78.02999877929688,76.06440734863281,6405300
2022-09-12,78.13999938964844,78.62000274658203,77.62999725341797,77.9000015258789,75.93768310546875,6390600
2022-09-13,77.55999755859375,77.83000183105469,75.33000183105469,75.43000030517578,73.5299072265625,3988500
2022-09-14,75.80000305175781,77.37000274658203,75.47000122070312,76.05999755859375,74.14402770996094,8077500
2022-09-15,76.22000122070312,76.2699966430664,74.52999877929688,75.2300033569336,73.3349380493164,4982400
2022-09-16,75.33999633789062,75.79000091552734,75.08999633789062,75.69000244140625,73.7833480834961,5304400
2022-09-19,75.4800033569336,76.08000183105469,75.44000244140625,76.01000213623047,74.09529113769531,3646200
2022-09-20,75.69999694824219,75.87999725341797,74.80000305175781,75.16000366210938,73.26670837402344,2738600
2022-09-21,75.58000183105469,76.31999969482422,74.88999938964844,74.9000015258789,73.01325225830078,2884500
2022-09-22,74.8499984741211,75.7300033569336,74.70999908447266,75.36000061035156,73.46166229248047,3452100
2022-09-23,75.20999908447266,75.93000030517578,74.79000091552734,75.52999877929688,73.62738037109375,4471900
2022-09-26,75.52999877929688,75.77999877929688,74.77999877929688,75.0,73.1107406616211,3797200
2022-09-27,75.36000061035156,75.63999938964844,72.52999877929688,72.58000183105469,70.75169372558594,5260600
2022-09-28,73.1500015258789,73.41000366210938,72.19999694824219,72.91000366210938,71.07337951660156,6450900
2022-09-29,72.91999816894531,73.19999694824219,71.23999786376953,71.7699966430664,69.96209716796875,4617200
2022-09-30,72.0,72.29000091552734,70.16000366210938,70.25,68.48038482666016,7510600
2022-10-03,70.83000183105469,71.37000274658203,70.08000183105469,71.11000061035156,69.3187255859375,3840300
2022-10-04,71.27999877929688,72.41999816894531,71.22000122070312,71.83999633789062,70.03033447265625,4066900
2022-10-05,72.0999984741211,72.0999984741211,70.61000061035156,71.11000061035156,69.3187255859375,3467800
2022-10-06,70.97000122070312,71.05999755859375,69.48999786376953,69.55999755859375,67.80776977539062,3383000
2022-10-07,69.54000091552734,69.6500015258789,68.73999786376953,68.98999786376953,67.25212860107422,4316300
2022-10-10,69.0199966430664,69.4000015258789,67.83999633789062,68.4800033569336,66.75497436523438,4756700
2022-10-11,68.69000244140625,69.62999725341797,68.66000366210938,69.05000305175781,67.31061553955078,3974400
2022-10-12,69.2300033569336,69.80999755859375,69.06999969482422,69.11000061035156,67.36911010742188,2819400
2022-10-13,69.58000183105469,71.2699966430664,68.72000122070312,71.01000213623047,69.22124481201172,4459900
2022-10-14,71.31999969482422,72.13999938964844,70.88999938964844,71.33000183105469,69.53318786621094,4964800
2022-10-17,71.54000091552734,72.70999908447266,71.2699966430664,72.13999938964844,70.3227767944336,4118000
2022-10-18,72.94000244140625,74.9000015258789,72.43000030517578,72.91999816894531,71.0831298828125,10417100
2022-10-19,72.87000274658203,73.30000305175781,71.56999969482422,71.75,69.9426040649414,5301800
2022-10-20,71.26000213623047,71.77999877929688,70.19000244140625,70.25,68.93193054199219,3436100
2022-10-21,70.4800033569336,71.7699966430664,70.25,71.47000122070312,70.12904357910156,5947100
2022-10-24,72.04000091552734,72.58999633789062,71.22000122070312,72.0199966430664,70.66871643066406,3500900
2022-10-25,72.0,72.94999694824219,71.79000091552734,72.76000213623047,71.39483642578125,3983300
2022-10-26,73.01000213623047,73.66000366210938,72.51000213623047,73.43000030517578,72.05226135253906,3624800
2022-10-27,73.69000244140625,74.23999786376953,73.05999755859375,73.2300033569336,71.85602569580078,5128900
2022-10-28,71.63999938964844,74.68000030517578,71.29000091552734,74.63999938964844,73.23956298828125,5613100
2022-10-31,74.61000061035156,75.0999984741211,73.56999969482422,73.83999633789062,72.45457458496094,6690600
2022-11-01,73.75,74.55000305175781,73.54000091552734,73.73999786376953,72.3564453125,3716000
2022-11-02,73.62000274658203,74.4000015258789,72.76000213623047,72.7699966430664,71.40464782714844,3991800
2022-11-03,72.20999908447266,72.76000213623047,72.06999969482422,72.38999938964844,71.03178405761719,3001600
2022-11-04,73.0,73.68000030517578,72.30999755859375,73.19000244140625,71.81676483154297,3947400
2022-11-07,73.48999786376953,74.01000213623047,73.11000061035156,73.5,72.12095642089844,3052500
2022-11-08,73.87000274658203,74.75,73.3499984741211,73.80999755859375,72.42513275146484,3291500
2022-11-09,73.7699966430664,73.87999725341797,73.41999816894531,73.45999908447266,72.08169555664062,3368700
2022-11-10,74.77999877929688,75.11000061035156,73.79000091552734,74.97000122070312,73.5633773803711,3828200
2022-11-11,74.87000274658203,75.37999725341797,73.63999938964844,74.56999969482422,73.17086791992188,3160000
2022-11-14,74.9000015258789,76.11000061035156,74.55000305175781,74.56999969482422,73.17086791992188,3243300
2022-11-15,75.4800033569336,75.91999816894531,74.58000183105469,75.31999969482422,73.90680694580078,3495900
2022-11-16,75.69000244140625,76.56999969482422,75.6500015258789,76.01000213623047,74.58385467529297,2799000
2022-11-17,75.8499984741211,76.25,75.04000091552734,75.29000091552734,73.87736511230469,4618500
2022-11-18,76.06999969482422,76.68000030517578,75.72000122070312,76.45999908447266,75.02540588378906,4060900
2022-11-21,76.69999694824219,77.29000091552734,76.33999633789062,76.91999816894531,75.4767837524414,4228200
2022-11-22,77.22000122070312,77.38999938964844,76.08999633789062,76.37000274658203,74.93710327148438,4288800
2022-11-23,76.54000091552734,77.01000213623047,76.4800033569336,76.93000030517578,75.4865951538086,3861400
2022-11-25,77.12999725341797,77.2300033569336,76.66000366210938,76.7699966430664,75.32959747314453,1388800
2022-11-28,76.54000091552734,76.97000122070312,76.25,76.37999725341797,74.94691467285156,2511800
2022-11-29,75.95999908447266,76.37999725341797,75.63999938964844,75.97000122070312,74.54460906982422,2499800
2022-11-30,75.86000061035156,77.4800033569336,75.69999694824219,77.4800033569336,76.02627563476562,5816100
2022-12-01,77.7699966430664,78.44999694824219,77.68000030517578,77.75,76.29121398925781,3507100
2022-12-02,77.47000122070312,78.25,77.2699966430664,78.16999816894531,76.70332336425781,2797000
2022-12-05,77.4800033569336,77.7300033569336,76.95999908447266,77.12000274658203,75.67303466796875,3160000
2022-12-06,77.22000122070312,77.66999816894531,76.69000244140625,77.20999908447266,75.76134490966797,3020100
2022-12-07,77.26000213623047,77.68000030517578,77.0,77.55000305175781,76.094970703125,4032600
2022-12-08,77.37999725341797,78.16999816894531,77.05999755859375,78.13999938964844,76.67388916015625,2672300
2022-12-09,77.97000122070312,78.36000061035156,77.69999694824219,77.77999877929688,76.32064819335938,2516700
2022-12-12,77.98999786376953,78.70999908447266,77.62000274658203,78.61000061035156,77.13507080078125,4774600
