Date,Open,High,Low,Close,Adj Close,Volume
2022-08-01,240.50999450683594,243.92999267578125,238.39999389648438,241.0,235.7585906982422,1138800
2022-08-02,242.6699981689453,248.52999877929688,239.97000122070312,243.97000122070312,238.66400146484375,1049300
2022-08-03,243.2899932861328,243.60000610351562,235.0,241.36000061035156,236.1107635498047,984800
2022-08-04,241.97000122070312,242.99000549316406,237.67999267578125,237.85000610351562,232.67709350585938,944200
2022-08-05,236.50999450683594,237.91000366210938,232.9199981689453,234.5800018310547,229.4782257080078,1355000
2022-08-08,235.32000732421875,236.39999389648438,228.82000732421875,231.75,226.7097625732422,1046200
2022-08-09,232.8000030517578,234.47999572753906,231.0399932861328,233.5,228.42169189453125,1200200
2022-08-10,234.77999877929688,235.1699981689453,232.60000610351562,234.67999267578125,229.5760498046875,725500
2022-08-11,234.75,235.9600067138672,230.35000610351562,231.2899932861328,226.25978088378906,1051800
2022-08-12,231.8699951171875,236.75,230.69000244140625,236.74000549316406,231.59124755859375,1024200
2022-08-15,235.97000122070312,241.61000061035156,235.47000122070312,240.02999877929688,234.8096923828125,663900
2022-08-16,239.8800048828125,240.92999267578125,238.05999755859375,239.3300018310547,234.12490844726562,450600
2022-08-17,237.57000732421875,242.36000061035156,237.0,239.8800048828125,234.6629638671875,614800
2022-08-18,241.6199951171875,242.92999267578125,238.11000061035156,238.3800048828125,233.19558715820312,545100
2022-08-19,237.9499969482422,239.55999755859375,237.4499969482422,238.42999267578125,233.24449157714844,607900
2022-08-22,237.35000610351562,238.4199981689453,230.47999572753906,231.1999969482422,226.17172241210938,1108900
2022-08-23,232.25,234.86000061035156,230.69000244140625,232.13999938964844,227.09127807617188,1515600
2022-08-24,232.75,234.67999267578125,231.89999389648438,233.0800018310547,228.01084899902344,896900
2022-08-25,233.8000030517578,238.57000732421875,233.4499969482422,238.44000244140625,233.2542724609375,838000
2022-08-26,239.39999389648438,240.58999633789062,233.91000366210938,234.05999755859375,228.96951293945312,705700
2022-08-29,232.02000427246094,235.50999450683594,230.80999755859375,233.27999877929688,228.20648193359375,684500
2022-08-30,234.60000610351562,234.83999633789062,230.42999267578125,231.24000549316406,226.21084594726562,637400
2022-08-31,231.3000030517578,233.5,227.67999267578125,228.19000244140625,223.22718811035156,1412300
2022-09-01,226.22999572753906,228.80999755859375,226.0500030517578,227.49000549316406,223.6400909423828,834700
2022-09-02,228.6199951171875,231.0500030517578,225.69000244140625,227.1999969482422,223.35499572753906,1092600
2022-09-06,227.19000244140625,231.50999450683594,226.74000549316406,229.77000427246094,225.88150024414062,1258700
2022-09-07,228.6699981689453,233.77000427246094,228.16000366210938,233.14999389648438,229.2042999267578,928300
2022-09-08,233.08999633789062,234.50999450683594,231.00999450683594,233.72000122070312,229.7646484375,767500
2022-09-09,234.08999633789062,237.32000732421875,233.74000549316406,236.13999938964844,232.14369201660156,847800
2022-09-12,236.14999389648438,236.24000549316406,234.14999389648438,234.75,230.77723693847656,752500
2022-09-13,232.38999938964844,235.75999450683594,225.3800048828125,226.3300018310547,222.49972534179688,1484300
2022-09-14,227.24000549316406,234.0800018310547,226.8699951171875,233.9600067138672,230.0006103515625,1004500
2022-09-15,233.0,233.47999572753906,226.74000549316406,228.42999267578125,224.5641632080078,944000
2022-09-16,226.3699951171875,230.33999633789062,225.50999450683594,230.00999450683594,226.117431640625,1706800
2022-09-19,229.14999389648438,232.1999969482422,225.77000427246094,230.07000732421875,226.1764373779297,853300
2022-09-20,229.64999389648438,229.64999389648438,225.1699981689453,228.47000122070312,224.603515625,682100
2022-09-21,233.58999633789062,237.1199951171875,228.67999267578125,228.72000122070312,224.84925842285156,961300
2022-09-22,228.1300048828125,228.16000366210938,223.99000549316406,226.00999450683594,222.18511962890625,906900
2022-09-23,224.0500030517578,224.52999877929688,217.52000427246094,220.38999938964844,216.6602325439453,859500
2022-09-26,219.4499969482422,220.77000427246094,215.25999450683594,215.6699981689453,212.02012634277344,799600
2022-09-27,216.9499969482422,218.39999389648438,212.3000030517578,212.55999755859375,208.96275329589844,645500
2022-09-28,210.60000610351562,216.10000610351562,207.36000061035156,214.57000732421875,210.93875122070312,970300
2022-09-29,214.0500030517578,215.19000244140625,207.9199981689453,209.35000610351562,205.8070831298828,703600
2022-09-30,207.11000061035156,210.67999267578125,206.88999938964844,207.8300018310547,204.31280517578125,1070300
2022-10-03,210.42999267578125,219.52999877929688,210.0,217.39999389648438,213.7208251953125,1063100
2022-10-04,219.69000244140625,224.38999938964844,218.7100067138672,224.1199951171875,220.32711791992188,1071500
2022-10-05,222.13999938964844,223.52000427246094,220.5,220.83999633789062,217.10263061523438,710500
2022-10-06,220.0,222.49000549316406,219.9199981689453,220.5,216.7683868408203,990600
2022-10-07,219.7899932861328,224.50999450683594,219.38999938964844,224.32000732421875,220.5237274169922,1270400
