Date,Open,High,Low,Close,Adj Close,Volume
2022-08-01,71.86000061035156,74.0199966430664,69.79000091552734,73.52999877929688,73.52999877929688,2749300
2022-08-02,73.1500015258789,77.7699966430664,72.62999725341797,76.70999908447266,76.70999908447266,4191400
2022-08-03,60.060001373291016,64.87999725341797,59.15399932861328,63.2400016784668,63.2400016784668,19427900
2022-08-04,63.58000183105469,67.1989974975586,63.2400016784668,66.52999877929688,66.52999877929688,5700300
2022-08-05,65.33000183105469,67.91500091552734,64.70999908447266,67.77999877929688,67.77999877929688,3531100
2022-08-08,68.56999969482422,71.70999908447266,67.69499969482422,68.11000061035156,68.11000061035156,3360000
2022-08-09,66.93000030517578,67.20500183105469,64.33000183105469,64.5199966430664,64.5199966430664,3987300
2022-08-10,66.72000122070312,68.54000091552734,65.9800033569336,66.05000305175781,66.05000305175781,4088800
2022-08-11,66.91999816894531,69.4749984741211,66.02999877929688,66.2699966430664,66.2699966430664,3085800
2022-08-12,67.37999725341797,68.31999969482422,67.01000213623047,67.97000122070312,67.97000122070312,2066700
2022-08-15,67.2699966430664,69.98999786376953,67.2699966430664,69.37000274658203,69.37000274658203,3355500
2022-08-16,68.79000091552734,69.1050033569336,66.69999694824219,67.7699966430664,67.7699966430664,2268100
2022-08-17,66.44000244140625,67.26499938964844,64.56999969482422,64.9000015258789,64.9000015258789,2048800
2022-08-18,64.5,65.46499633789062,63.86000061035156,65.04000091552734,65.04000091552734,1634500
2022-08-19,64.08999633789062,64.48999786376953,61.029998779296875,61.869998931884766,61.869998931884766,3556400
2022-08-22,60.5,61.0,58.459999084472656,58.619998931884766,58.619998931884766,3455200
2022-08-23,58.33000183105469,59.11000061035156,57.54999923706055,57.75,57.75,2589200
2022-08-24,57.9900016784668,59.310001373291016,57.63999938964844,57.72999954223633,57.72999954223633,2278200
2022-08-25,58.61000061035156,60.215999603271484,58.51499938964844,60.16999816894531,60.16999816894531,2355200
2022-08-26,60.25,61.90999984741211,57.16999816894531,57.869998931884766,57.869998931884766,2877800
2022-08-29,57.40999984741211,58.77000045776367,57.31999969482422,57.77000045776367,57.77000045776367,3026100
2022-08-30,58.349998474121094,58.9900016784668,56.08000183105469,56.47999954223633,56.47999954223633,2927800
2022-08-31,57.90999984741211,58.40299987792969,56.16999816894531,56.529998779296875,56.529998779296875,2764600
2022-09-01,56.130001068115234,56.61000061035156,53.470001220703125,55.45000076293945,55.45000076293945,3040300
